#mc = 20
#Nk = 160
#Jdd = 1.000000
#Jpd = 2.830000
#tpp_nn = 4.130000
#tpp_nnn = 2.395400
#tsw = 2.980000
#eta = 0.100000
0.000000	3.141593
0.000000	3.102323
0.000000	3.063053
0.000000	3.023783
0.000000	2.984513
0.000000	2.945243
0.000000	2.905973
0.000000	2.866703
0.000000	2.827433
0.000000	2.788163
0.000000	2.748894
0.000000	2.709624
0.000000	2.670354
0.000000	2.631084
0.000000	2.591814
0.000000	2.552544
0.000000	2.513274
0.000000	2.474004
0.000000	2.434734
0.000000	2.395464
0.000000	2.356194
0.000000	2.316925
0.000000	2.277655
0.000000	2.238385
0.000000	2.199115
0.000000	2.159845
0.000000	2.120575
0.000000	2.081305
0.000000	2.042035
0.000000	2.002765
0.000000	1.963495
0.000000	1.924226
0.000000	1.884956
0.000000	1.845686
0.000000	1.806416
0.000000	1.767146
0.000000	1.727876
0.000000	1.688606
0.000000	1.649336
0.000000	1.610066
0.000000	1.570796
0.000000	1.531526
0.000000	1.492257
0.000000	1.452987
0.000000	1.413717
0.000000	1.374447
0.000000	1.335177
0.000000	1.295907
0.000000	1.256637
0.000000	1.217367
0.000000	1.178097
0.000000	1.138827
0.000000	1.099557
0.000000	1.060288
0.000000	1.021018
0.000000	0.981748
0.000000	0.942478
0.000000	0.903208
0.000000	0.863938
0.000000	0.824668
0.000000	0.785398
0.000000	0.746128
0.000000	0.706858
0.000000	0.667588
0.000000	0.628319
0.000000	0.589049
0.000000	0.549779
0.000000	0.510509
0.000000	0.471239
0.000000	0.431969
0.000000	0.392699
0.000000	0.353429
0.000000	0.314159
0.000000	0.274889
0.000000	0.235619
0.000000	0.196350
0.000000	0.157080
0.000000	0.117810
0.000000	0.078540
0.000000	0.039270
0.000000	0.000000
0.039270	0.039270
0.078540	0.078540
0.117810	0.117810
0.157080	0.157080
0.196350	0.196350
0.235619	0.235619
0.274889	0.274889
0.314159	0.314159
0.353429	0.353429
0.392699	0.392699
0.431969	0.431969
0.471239	0.471239
0.510509	0.510509
0.549779	0.549779
0.589049	0.589049
0.628319	0.628319
0.667588	0.667588
0.706858	0.706858
0.746128	0.746128
0.785398	0.785398
0.824668	0.824668
0.863938	0.863938
0.903208	0.903208
0.942478	0.942478
0.981748	0.981748
1.021018	1.021018
1.060288	1.060288
1.099557	1.099557
1.138827	1.138827
1.178097	1.178097
1.217367	1.217367
1.256637	1.256637
1.295907	1.295907
1.335177	1.335177
1.374447	1.374447
1.413717	1.413717
1.452987	1.452987
1.492257	1.492257
1.531526	1.531526
1.570796	1.570796
1.610066	1.610066
1.649336	1.649336
1.688606	1.688606
1.727876	1.727876
1.767146	1.767146
1.806416	1.806416
1.845686	1.845686
1.884956	1.884956
1.924226	1.924226
1.963495	1.963495
2.002765	2.002765
2.042035	2.042035
2.081305	2.081305
2.120575	2.120575
2.159845	2.159845
2.199115	2.199115
2.238385	2.238385
2.277655	2.277655
2.316925	2.316925
2.356194	2.356194
2.395464	2.395464
2.434734	2.434734
2.474004	2.474004
2.513274	2.513274
2.552544	2.552544
2.591814	2.591814
2.631084	2.631084
2.670354	2.670354
2.709624	2.709624
2.748894	2.748894
2.788163	2.788163
2.827433	2.827433
2.866703	2.866703
2.905973	2.905973
2.945243	2.945243
2.984513	2.984513
3.023783	3.023783
3.063053	3.063053
3.102323	3.102323
3.141593	3.141593
3.102323	3.141593
3.063053	3.141593
3.023783	3.141593
2.984513	3.141593
2.945243	3.141593
2.905973	3.141593
2.866703	3.141593
2.827433	3.141593
2.788163	3.141593
2.748894	3.141593
2.709624	3.141593
2.670354	3.141593
2.631084	3.141593
2.591814	3.141593
2.552544	3.141593
2.513274	3.141593
2.474004	3.141593
2.434734	3.141593
2.395464	3.141593
2.356194	3.141593
2.316925	3.141593
2.277655	3.141593
2.238385	3.141593
2.199115	3.141593
2.159845	3.141593
2.120575	3.141593
2.081305	3.141593
2.042035	3.141593
2.002765	3.141593
1.963495	3.141593
1.924226	3.141593
1.884956	3.141593
1.845686	3.141593
1.806416	3.141593
1.767146	3.141593
1.727876	3.141593
1.688606	3.141593
1.649336	3.141593
1.610066	3.141593
1.570796	3.141593
1.531526	3.141593
1.492257	3.141593
1.452987	3.141593
1.413717	3.141593
1.374447	3.141593
1.335177	3.141593
1.295907	3.141593
1.256637	3.141593
1.217367	3.141593
1.178097	3.141593
