#mc = 20
#Nk = 160
#Jdd = 1.000000
#Jpd = 2.830000
#tpp_nn = 4.130000
#tpp_nnn = 2.395400
#tsw = 2.980000
#eta = 0.100000
1.138827	3.141593
1.099557	3.141593
1.060288	3.141593
1.021018	3.141593
0.981748	3.141593
0.942478	3.141593
0.903208	3.141593
0.863938	3.141593
0.824668	3.141593
0.785398	3.141593
0.746128	3.141593
0.706858	3.141593
0.667588	3.141593
0.628319	3.141593
0.589049	3.141593
0.549779	3.141593
0.510509	3.141593
0.471239	3.141593
0.431969	3.141593
0.392699	3.141593
0.353429	3.141593
0.314159	3.141593
0.274889	3.141593
0.235619	3.141593
0.196350	3.141593
0.157080	3.141593
0.117810	3.141593
0.078540	3.141593
0.039270	3.141593
0.000000	3.141593
0.039270	3.102323
0.078540	3.063053
0.117810	3.023783
0.157080	2.984513
0.196350	2.945243
0.235619	2.905973
0.274889	2.866703
0.314159	2.827433
0.353429	2.788163
0.392699	2.748894
0.431969	2.709624
0.471239	2.670354
0.510509	2.631084
0.549779	2.591814
0.589049	2.552544
0.628319	2.513274
0.667588	2.474004
0.706858	2.434734
0.746128	2.395464
0.785398	2.356194
0.824668	2.316925
0.863938	2.277655
0.903208	2.238385
0.942478	2.199115
0.981748	2.159845
1.021018	2.120575
1.060288	2.081305
1.099557	2.042035
1.138827	2.002765
1.178097	1.963495
1.217367	1.924226
1.256637	1.884956
1.295907	1.845686
1.335177	1.806416
1.374447	1.767146
1.413717	1.727876
1.452987	1.688606
1.492257	1.649336
1.531526	1.610066
1.570796	1.570796
1.610066	1.531526
1.649336	1.492257
1.688606	1.452987
1.727876	1.413717
1.767146	1.374447
1.806416	1.335177
1.845686	1.295907
1.884956	1.256637
1.924226	1.217367
1.963495	1.178097
2.002765	1.138827
2.042035	1.099557
2.081305	1.060288
2.120575	1.021018
2.159845	0.981748
2.199115	0.942478
2.238385	0.903208
2.277655	0.863938
2.316925	0.824668
2.356194	0.785398
2.395464	0.746128
2.434734	0.706858
2.474004	0.667588
2.513274	0.628319
2.552544	0.589049
2.591814	0.549779
2.631084	0.510509
2.670354	0.471239
2.709624	0.431969
2.748894	0.392699
2.788163	0.353429
2.827433	0.314159
2.866703	0.274889
2.905973	0.235619
2.945243	0.196350
2.984513	0.157080
3.023783	0.117810
3.063053	0.078540
3.102323	0.039270
3.141593	0.000000
